Location,Date,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality,Cases per 1 million people,NewCases,NewConfirmed,NewDeaths
Cuba,2020-03-31,170.0,15.26,4.0,4.0,0.023529412000000003,,,0.0,0.0
Cuba,2020-04-01,186.0,16.7,8.0,6.0,0.03225806451612903,,,16.0,2.0
Cuba,2020-04-02,212.0,19.03,12.0,6.0,0.02830188679245283,,,26.0,0.0
Cuba,2020-04-03,233.0,20.91,13.0,6.0,0.02575107296137339,,,21.0,0.0
Cuba,2020-04-07,350.0,31.22,18.0,9.0,0.025714285714285717,,,117.0,3.0
Cuba,2020-04-10,515.0,45.94,28.0,15.0,0.029126213592233014,,,165.0,6.0
Cuba,2020-04-11,564.0,50.31,51.0,15.0,0.026595744680851064,,,49.0,0.0
Cuba,2020-04-12,620.0,55.31,77.0,16.0,0.025806451612903226,,,56.0,1.0
Cuba,2020-04-14,726.0,64.77,121.0,21.0,0.028925619834710745,,,106.0,5.0
Cuba,2020-04-17,862.0,76.9,171.0,27.0,0.031322505800464036,,,136.0,6.0
Cuba,2020-04-18,923.0,82.34,192.0,31.0,0.03358613217768147,,,61.0,4.0
Cuba,2020-04-20,1035.0,92.33,255.0,34.0,0.03285024154589372,,,112.0,3.0
Cuba,2020-04-22,1137.0,101.43,309.0,38.0,0.03342128408091469,,,102.0,4.0
Cuba,2020-04-23,1189.0,106.07,341.0,40.0,0.0336417157275021,,,52.0,2.0
Cuba,2020-04-24,1235.0,110.17,365.0,43.0,0.034817813765182185,,,46.0,3.0
Cuba,2020-04-25,1285.0,114.63,416.0,49.0,0.03813229571984436,,,50.0,6.0
Cuba,2020-04-26,1337.0,119.27,437.0,51.0,0.0381451009723261,,,52.0,2.0
Cuba,2020-04-27,1369.0,122.13,501.0,54.0,0.039444850255661065,,,32.0,3.0
Cuba,2020-04-28,1389.0,123.91,525.0,56.0,0.04031677465802736,,,20.0,2.0
Cuba,2020-04-29,1437.0,128.19,575.0,58.0,0.04036186499652053,,,48.0,2.0
Cuba,2020-04-30,1437.0,128.19,575.0,58.0,0.04036186499652053,,,0.0,0.0
Cuba,2020-05-01,1501.0,134.0,681.0,61.0,0.040639573617588284,,,64.0,3.0
Cuba,2020-05-02,1537.0,137.0,714.0,64.0,0.04163955757970072,,,36.0,3.0
Cuba,2020-05-03,1611.0,144.0,765.0,66.0,0.040968342644320296,,,74.0,2.0
Cuba,2020-05-04,1611.0,144.0,765.0,66.0,0.040968342644320296,,,0.0,0.0
Cuba,2020-05-05,1668.0,149.0,876.0,69.0,0.041366906474820136,,,57.0,3.0
