Location,Date,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality,Cases per 1 million people,NewCases,NewConfirmed,NewDeaths
Papua New Guinea,2020-03-31,1.0,0.14,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-01,1.0,0.14,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-02,1.0,0.14,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-03,1.0,0.14,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-07,2.0,0.22,0.0,0.0,0.0,,,1.0,0.0
Papua New Guinea,2020-04-10,2.0,0.22,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-11,2.0,0.22,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-12,2.0,0.22,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-14,2.0,0.22,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-17,7.0,0.78,0.0,0.0,0.0,,,5.0,0.0
Papua New Guinea,2020-04-18,7.0,0.78,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-20,7.0,0.78,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-22,7.0,0.78,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-23,8.0,0.9,0.0,0.0,0.0,,,1.0,0.0
Papua New Guinea,2020-04-24,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-25,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-26,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-27,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-28,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-29,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-04-30,8.0,0.9,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-01,8.0,1.0,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-02,8.0,1.0,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-03,8.0,1.0,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-04,8.0,1.0,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-05,8.0,1.0,0.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-06,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-07,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-08,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-09,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-10,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-11,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-12,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-13,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-15,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-16,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-17,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-18,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-19,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-20,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
,2020-05-21,,,,,,,,,
Papua New Guinea,2020-05-22,8.0,1.0,8.0,0.0,0.0,,,,
Papua New Guinea,2020-05-23,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-24,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-25,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-26,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-27,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-28,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-29,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-30,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-05-31,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-01,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-02,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-03,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-04,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-05,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-06,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
Papua New Guinea,2020-06-07,8.0,1.0,8.0,0.0,0.0,,,0.0,0.0
